 2016-12-31 15:11:58,937 [P7960/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.6 application starting on SCHWEENEH-PC
 2016-12-31 17:17:07,915 [P17236/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 5ms)
 2016-12-31 17:17:07,917 [P17236/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-12-31 17:17:07,927 [P17236/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 10ms)
 2016-12-31 17:17:09,115 [P17236/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-31 17:17:09,316 [P17236/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of UmbracoWoW.App_Plugins.MembershipAccountSync.IMemberAccountSynchronizer
 2016-12-31 17:17:09,323 [P17236/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of UmbracoWoW.App_Plugins.MembershipAccountSync.IMemberAccountSynchronizer, found 0 (took 6ms)
 2016-12-31 17:17:09,476 [P17236/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-31 17:17:09,483 [P17236/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-12-31 17:17:09,500 [P17236/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-12-31 17:17:09,514 [P17236/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-12-31 17:17:09,523 [P17236/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 8ms)
 2016-12-31 17:17:09,740 [P17236/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-12-31 17:17:09,799 [P17236/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-31 17:17:09,913 [P17236/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2687ms)
 2016-12-31 17:17:10,061 [P17236/D2/T6] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:54171/umbraco (UmbracoModule request)
 2016-12-31 17:17:10,384 [P17236/D2/T6] INFO  umbraco.content - Load Xml from file...
 2016-12-31 17:17:10,388 [P17236/D2/T6] INFO  umbraco.content - Loaded Xml from file.
 2016-12-31 17:17:11,194 [P17236/D2/T6] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-12-31 17:17:11,208 [P17236/D2/T6] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 13ms)
 2016-12-31 17:17:26,943 [P17236/D2/T18] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2016-12-31 17:17:35,191 [P17236/D2/T16] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-12-31 17:17:35,197 [P17236/D2/T16] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 5ms)
 2016-12-31 17:17:35,225 [P17236/D2/T18] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-12-31 17:17:35,232 [P17236/D2/T18] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 7ms)
 2016-12-31 17:17:35,246 [P17236/D2/T18] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-12-31 17:17:35,247 [P17236/D2/T18] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-12-31 17:17:35,250 [P17236/D2/T18] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-12-31 17:17:35,259 [P17236/D2/T18] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 9ms)
 2016-12-31 17:17:35,276 [P17236/D2/T18] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2016-12-31 17:17:35,287 [P17236/D2/T18] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 11ms)
 2016-12-31 17:18:10,484 [P17236/D2/T15] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-12-30 17:18:10
 2016-12-31 17:18:18,337 [P17236/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2016-12-31 17:18:18,351 [P17236/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 13ms)
 2016-12-31 17:18:40,955 [P17236/D2/T17] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordQuestion' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalQuestion property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalQuestion configured on your member type in order to use the 'PasswordQuestion' property on the model correctly.
 2016-12-31 17:18:41,007 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordQuestion' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalQuestion property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalQuestion configured on your member type in order to use the 'PasswordQuestion' property on the model correctly.
 2016-12-31 17:18:50,957 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'Comments' property on Umbraco.Core.Models.Member but the umbracoMemberComments property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberComments configured on your member type in order to use the 'Comments' property on the model correctly.
 2016-12-31 17:18:51,048 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'FailedPasswordAttempts' property on Umbraco.Core.Models.Member but the umbracoMemberFailedPasswordAttempts property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberFailedPasswordAttempts configured on your member type in order to use the 'FailedPasswordAttempts' property on the model correctly.
 2016-12-31 17:18:51,085 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'IsApproved' property on Umbraco.Core.Models.Member but the umbracoMemberApproved property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberApproved configured on your member type in order to use the 'IsApproved' property on the model correctly.
 2016-12-31 17:18:51,093 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'IsLockedOut' property on Umbraco.Core.Models.Member but the umbracoMemberLockedOut property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberLockedOut configured on your member type in order to use the 'IsLockedOut' property on the model correctly.
 2016-12-31 17:18:51,898 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'LastLockoutDate' property on Umbraco.Core.Models.Member but the umbracoMemberLastLockoutDate property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberLastLockoutDate configured on your member type in order to use the 'LastLockoutDate' property on the model correctly.
 2016-12-31 17:18:51,912 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'LastLoginDate' property on Umbraco.Core.Models.Member but the umbracoMemberLastLogin property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberLastLogin configured on your member type in order to use the 'LastLoginDate' property on the model correctly.
 2016-12-31 17:18:51,925 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'LastPasswordChangeDate' property on Umbraco.Core.Models.Member but the umbracoMemberLastPasswordChangeDate property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberLastPasswordChangeDate configured on your member type in order to use the 'LastPasswordChangeDate' property on the model correctly.
 2016-12-31 17:18:51,967 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordQuestion' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalQuestion property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalQuestion configured on your member type in order to use the 'PasswordQuestion' property on the model correctly.
 2016-12-31 17:18:52,046 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordAnswer' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalAnswer property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalAnswer configured on your member type in order to use the 'PasswordAnswer' property on the model correctly.
 2016-12-31 17:19:01,883 [P17236/D2/T27] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordQuestion' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalQuestion property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalQuestion configured on your member type in order to use the 'PasswordQuestion' property on the model correctly.
 2016-12-31 17:19:01,910 [P17236/D2/T7] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordQuestion' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalQuestion property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalQuestion configured on your member type in order to use the 'PasswordQuestion' property on the model correctly.
 2016-12-31 17:19:13,528 [P17236/D2/T17] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordQuestion' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalQuestion property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalQuestion configured on your member type in order to use the 'PasswordQuestion' property on the model correctly.
 2016-12-31 17:19:13,615 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordQuestion' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalQuestion property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalQuestion configured on your member type in order to use the 'PasswordQuestion' property on the model correctly.
 2016-12-31 17:19:56,692 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'Comments' property on Umbraco.Core.Models.Member but the umbracoMemberComments property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberComments configured on your member type in order to use the 'Comments' property on the model correctly.
 2016-12-31 17:19:56,790 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'FailedPasswordAttempts' property on Umbraco.Core.Models.Member but the umbracoMemberFailedPasswordAttempts property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberFailedPasswordAttempts configured on your member type in order to use the 'FailedPasswordAttempts' property on the model correctly.
 2016-12-31 17:19:56,824 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'IsApproved' property on Umbraco.Core.Models.Member but the umbracoMemberApproved property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberApproved configured on your member type in order to use the 'IsApproved' property on the model correctly.
 2016-12-31 17:19:56,832 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'IsLockedOut' property on Umbraco.Core.Models.Member but the umbracoMemberLockedOut property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberLockedOut configured on your member type in order to use the 'IsLockedOut' property on the model correctly.
 2016-12-31 17:20:12,123 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'Comments' property on Umbraco.Core.Models.Member but the umbracoMemberComments property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberComments configured on your member type in order to use the 'Comments' property on the model correctly.
 2016-12-31 17:20:12,195 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'FailedPasswordAttempts' property on Umbraco.Core.Models.Member but the umbracoMemberFailedPasswordAttempts property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberFailedPasswordAttempts configured on your member type in order to use the 'FailedPasswordAttempts' property on the model correctly.
 2016-12-31 17:20:12,227 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'IsApproved' property on Umbraco.Core.Models.Member but the umbracoMemberApproved property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberApproved configured on your member type in order to use the 'IsApproved' property on the model correctly.
 2016-12-31 17:20:12,235 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'IsLockedOut' property on Umbraco.Core.Models.Member but the umbracoMemberLockedOut property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberLockedOut configured on your member type in order to use the 'IsLockedOut' property on the model correctly.
 2016-12-31 17:20:14,505 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'LastLockoutDate' property on Umbraco.Core.Models.Member but the umbracoMemberLastLockoutDate property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberLastLockoutDate configured on your member type in order to use the 'LastLockoutDate' property on the model correctly.
 2016-12-31 17:20:14,519 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'LastLoginDate' property on Umbraco.Core.Models.Member but the umbracoMemberLastLogin property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberLastLogin configured on your member type in order to use the 'LastLoginDate' property on the model correctly.
 2016-12-31 17:20:14,534 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'LastPasswordChangeDate' property on Umbraco.Core.Models.Member but the umbracoMemberLastPasswordChangeDate property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberLastPasswordChangeDate configured on your member type in order to use the 'LastPasswordChangeDate' property on the model correctly.
 2016-12-31 17:20:14,569 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordQuestion' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalQuestion property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalQuestion configured on your member type in order to use the 'PasswordQuestion' property on the model correctly.
 2016-12-31 17:20:14,649 [P17236/D2/T13] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordAnswer' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalAnswer property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalAnswer configured on your member type in order to use the 'PasswordAnswer' property on the model correctly.
 2016-12-31 17:21:59,416 [P15240/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.6 application starting on SCHWEENEH-PC
 2016-12-31 17:21:59,438 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-12-31 17:21:59,455 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 17ms)
 2016-12-31 17:21:59,521 [P15240/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2016-12-31 17:21:59,523 [P15240/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2016-12-31 17:21:59,528 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-12-31 17:21:59,894 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 365ms)
 2016-12-31 17:21:59,911 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-12-31 17:21:59,917 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 5ms)
 2016-12-31 17:21:59,918 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-12-31 17:21:59,925 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 7ms)
 2016-12-31 17:21:59,941 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-12-31 17:21:59,947 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 5ms)
 2016-12-31 17:21:59,948 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-12-31 17:21:59,956 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 7ms)
 2016-12-31 17:22:00,000 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-12-31 17:22:00,007 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 7ms)
 2016-12-31 17:22:00,008 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-12-31 17:22:00,230 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 222ms)
 2016-12-31 17:22:01,443 [P15240/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-31 17:22:01,646 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of UmbracoWoW.App_Plugins.MembershipAccountSync.IMemberAccountSynchronizer
 2016-12-31 17:22:01,651 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of UmbracoWoW.App_Plugins.MembershipAccountSync.IMemberAccountSynchronizer, found 0 (took 4ms)
 2016-12-31 17:22:01,797 [P15240/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-31 17:22:01,805 [P15240/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-12-31 17:22:01,822 [P15240/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-12-31 17:22:01,835 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-12-31 17:22:01,844 [P15240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 9ms)
 2016-12-31 17:22:02,056 [P15240/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-12-31 17:22:02,116 [P15240/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-31 17:22:02,230 [P15240/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2910ms)
 2016-12-31 17:22:02,381 [P15240/D2/T7] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:54171/umbraco (UmbracoModule request)
 2016-12-31 17:22:02,728 [P15240/D2/T7] INFO  umbraco.content - Load Xml from file...
 2016-12-31 17:22:02,731 [P15240/D2/T7] INFO  umbraco.content - Loaded Xml from file.
 2016-12-31 17:22:03,525 [P15240/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-12-31 17:22:03,540 [P15240/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 15ms)
 2016-12-31 17:22:19,531 [P15240/D2/T7] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2016-12-31 17:22:26,497 [P15240/D2/T7] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2016-12-31 17:23:02,857 [P15240/D2/T15] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-12-30 17:23:02
